050230,罗马尼亚语
050231,葡萄牙语
050232,瑞典语
050233,塞尔维亚—克罗地亚语
050234,土耳其语
050235,希腊语
050236,匈牙利语
050237,意大利语
050238,捷克语—斯洛伐克语
050239,泰米尔语
050240,普什图语
050241,世界语
050242,孟加拉语
050243,尼泊尔语
050245,荷兰语
050246,芬兰语
050247,乌克兰语
050248,韩国语
050249,商务英语
050250,塞尔维亚语
050251,克罗地亚语
050252,挪威语
050253,丹麦语
050254,冰岛语
050255,翻译
0503,新闻传播学类
050301,新闻学
050302,广播电视新闻学
050303,广告学
050304,编辑出版学
050305,传播学
050306,媒体创意
0504,艺术类
050401,音乐学
050402,作曲与作曲技术理论
050403,音乐表演
050404,绘画
050405,雕塑
050406,美术学
050407,艺术设计学
050408,艺术设计
050409,舞蹈学
050410,舞蹈编导
050411,戏剧学
050412,表演
050413,导演
050414,戏剧影视文学
050415,戏剧影视美术设计
050416,摄影
050417,录音艺术
050418,动画
050419,播音与主持艺术
050420,广播电视编导
050422,艺术学
050423,影视学
050424,广播影视编导
050425,书法学
050426,照明艺术
050427,会展艺术与技术
050428,音乐科技与艺术
050429,中国画
050430,公共艺术
06,历史学
0601,历史学类
060101,历史学
060102,世界历史
060103,考古学
060104,博物馆学
060105,民族学
060106,文物保护技术
07,理学
0701,数学类
070101,数学与应用数学
070102,信息与计算科学
070103,数理基础科学
0702,物理学类
070201,物理学
070202,应用物理学
070203,声学
070204,核物理
0703,化学类
070301,化学
070302,应用化学
070303,化学生物学
070304,分子科学与工程
0704,生物科学类
070401,生物科学
070402,生物技术
070403,生物信息学
070404,生物信息技术
070405,生物科学与生物技术
070406,动植物检疫
070407,生物化学与分子生物学
070408,医学信息学
070409,植物生物技术
070410,动物生物技术
070411,生物资源科学
070412,生物安全
0705,天文学类
070501,天文学
0706,地质学类
070601,地质学
070602,地球化学
0707,地理科学类
070701,地理科学
070702,资源环境与城乡规划管理
070703,地理信息系统
070704,地球信息科学与技术
0708,地球物理学类
070801,地球物理学
070802,地球与空间科学
070803,空间科学与技术
0709,大气科学类
070901,大气科学
070902,应用气象学
0710,海洋科学类
071001,海洋科学
071002,海洋技术
071003,海洋管理
071004,军事海洋学
071005,海洋生物资源与环境
0711,力学类
071101,理论与应用力学
0712,电子信息科学类
071201,电子信息科学与技术
071202,微电子学
071203,光信息科学与技术
071204,科技防卫
071205,信息安全
071206,信息科学技术
071207,光电子技术科学
0713,材料科学类
071301,材料物理
071302,材料化学
0714,环境科学类
071401,环境科学
071402,生态学
071403,资源环境科学
0715,心理学类
071501,心理学
071502,应用心理学
0716,统计学类
071601,统计学
0117,其他类
071701,系统理论
071702,系统科学与工程
08,工学
0801,地矿类
080101,采矿工程
080102,石油工程
080103,矿物加工工程
080104,勘查技术与工程
080105,资源勘查与开发
080106,地质工程
080107,矿物资源工程
080108,煤及煤层气工程
080109,地下水科学与工程
0802,材料类
080201,冶金工程
080202,金属材料工程
080203,无机非金属材料工程
080204,高分子材料与工程
080205,材料科学与工程
080206,复合材料与工程
080207,焊接技术与工程
080208,宝石及材料工艺学
080209,粉体材料科学与工程
080210,再生资源科学与技术
080211,稀土工程
080212,高分子材料加工工程
080213,生物功能材料
080214,电子封装技术
0803,机械类
080301,机械设计制造及其自动化
080302,材料成型及控制工程
080303,工业设计
080304,过程装备与控制工程
080305,机械工程及自动化
080306,车辆工程
080307,机械电子工程
080308,汽车服务工程
080309,制造自动化与测控技术
080310,微机电系统工程
080311,制造工程
080312,体育装备工程
0804,仪器仪表类
080401,测控技术与仪器
080402,电子信息技术及仪器
0805,能源动力类
080501,热能与动力工程
080502,核工程与核技术
080503,工程物理
080504,能源与环境系统工程
080505,能源工程及自动化
080506,能源动力系统及自动化
080507,风能与动力工程
080508,核技术
080509,辐射防护与环境工程
080510,核化工与核燃料工程
080511,核反应堆工程
0806,电气信息类
080601,电气工程及其自动化
080602,自动化
080603,电子信息工程
080604,通信工程
080605,计算机科学与技术
080606,电子科学与技术
080607,生物医学工程
080608,电气工程与自动化
080609,信息工程
080611,软件工程
080612,影视艺术技术
080613,网络工程
080614,信息显示与光电技术
080615,集成电路设计与集成系统
080616,光电信息工程
080617,广播电视工程
080618,电气信息工程
080619,计算机软件
080620,电力工程与管理
080621,微电子制造工程
080622,假肢矫形工程
080623,数字媒体艺术
080624,医学信息工程
080625,信息物理工程
080626,医疗器械工程
080627,智能科学与技术
080628,数字媒体技术
080629,医学影像工程
080630,真空电子技术
080631,电磁场与无线技术
080634,信息与通信工程
0807,土建类
080701,建筑学
080702,城市规划
080703,土木工程
080704,建筑环境与设备工程
080705,给水排水工程
080706,城市地下空间工程
080707,历史建筑保护工程
080708,景观建筑设计
080709,水务工程
080710,建筑设施智能技术
080711,给排水科学与工程
080712,建筑电气与智能化
080713,景观学
080714,风景园林
080724,道路桥梁与渡河工程
0808,水利类
080801,水利水电工程
080802,水文与水资源工程
080803,港口航道与海岸工程
080804,港口海岸及治河工程
080805,水资源与海洋工程
0809,测绘类
080901,测绘工程
080902,遥感科学与技术
080903,空间信息与数字技术
0810,环境与安全类
081001,环境工程
081002,安全工程
081003,水质科学与技术
081004,灾害防治工程
081005,环境科学与工程
081006,环境监察
081007,雷电防护科学与技术
0811,化工与制药类
081101,化学工程与工艺
081102,制药工程
081103,化工与制药
081104,化学工程与工业生物工程
081105,资源科学与工程
0812,交通运输类
081201,交通运输
081202,交通工程
081203,油气储运工程
081204,飞行技术
081205,航海技术
081206,轮机工程
081207,物流工程
081208,海事管理
081209,交通设备信息工程
081210,交通建设与装备
0813,海洋工程类
081301,船舶与海洋工程
0814,轻工纺织食品类
081401,食品科学与工程
081402,轻化工程
081403,包装工程
081404,印刷工程
081405,纺织工程
081406,服装设计与工程
081407,食品质量与安全
081408,酿酒工程
081409,葡萄与葡萄酒工程
081410,轻工生物技术
081411,农产品质量与安全
081412,非织造材料与工程
081413,数字印刷
081414,植物资源工程
081415,粮食工程
081416,乳品工程
0815,航空航天类
081501,飞行器设计工程
081502,飞行器动力工程
081503,飞行器制造工程
081504,飞行器环境与生命保障工程
081505,航空航天工程
081506,工程力学与航天航空工程
081507,航天运输与控制
081508,质量与可靠性工程
0816,武器类
081601,武器系统与发射工程
081602,探测制导与控制技术
081603,弹药工程与爆炸技术
081604,特种能源工程与烟火技术
081605,地面武器机动工程
081606,信息对抗技术
081607,武器系统与工程
0817,工程力学类
081701,工程力学
081702,工程结构分析
0818,生物工程类
081801,生物工程
0819,农业工程类
081901,农业机械化及其自动化
081902,农业电气化与自动化
081903,农业建筑环境与能源工程
081904,农业水利工程
081905,农业工程
081906,生物系统工程
0820,林业工程类
082001,森林工程
082002,木材科学与工程
082003,林产化工
0821,公安技术类
082101,刑事科学技术
082102,消防工程
082103,安全防范工程
082104,交通管理工程
082105,核生化消防
082106,公安视听技术
